,name,5k,10k,20k,half,25k,30k,35k,40k,official,pace,rank_overall,rank_in_gender_only,rank_in_division,age,gender,country,state,city,bib,cluster
13255,"Mikhaylenko, Maria",23.42,48.1,100.53,106.42,128.62,159.93,192.9,225.87,238.82,9.12,17772,6738,3794,30,F,RUS,others,Moscow,15210,5
13262,"Flanagan, Amanda J.",24.08,48.55,98.35,103.82,123.5,149.92,177.55,204.2,215.27,8.22,10913,2879,429,42,F,GBR,others,Woking,15217,5
13271,"Savage, Debbie L.",23.45,47.13,95.28,100.63,119.95,146.1,173.2,200.75,213.37,8.15,10336,2587,1908,38,F,GBR,others,Alexandria,15228,5
13282,"Smith, Helen D",22.83,46.82,96.88,102.48,123.15,150.85,179.03,206.35,218.42,8.33,11920,3417,329,47,F,GBR,others,London,15239,5
13289,"Tsang, Gigi Suk Fan",26.2,52.4,105.42,111.1,131.78,158.75,186.32,212.88,224.28,8.57,13685,4397,486,48,F,UAE,others,Dubai,15246,5
13296,"Marcen-Gaudaur, Myan",25.7,52.17,104.77,110.47,130.93,157.77,184.38,210.53,222.53,8.5,13168,4102,2753,33,F,CAN,ON,Toronto,15253,5
13301,"Clarke, Kirby L.",23.3,46.87,94.08,99.27,117.72,142.02,166.85,191.08,201.33,7.68,6781,1049,826,30,F,AUS,others,Georgetown Nsw,15260,5
13356,"Kennedy, Jessica",23.65,47.9,98.65,104.45,124.85,152.25,179.18,205.4,216.5,8.27,11296,3081,2200,29,F,CAN,NB,Dieppe,15319,5
13360,"Schaer, Geraldine M.",26.7,52.18,102.42,108.02,128.1,154.7,182.33,209.57,221.57,8.47,12893,3940,399,47,F,GBR,others,Kent,15324,5
13376,"Williams, Jo L.",26.12,51.83,105.43,111.27,133.12,163.7,195.5,226.7,239.82,9.15,18035,6882,3835,39,F,GBR,others,Harrogate,15342,5
13380,"MacDonald, Jill M.",24.27,49.18,100.5,106.02,127.23,158.88,189.43,219.92,233.57,8.92,16277,5888,839,47,F,CAN,NS,Halifax,15346,5
13389,"Chahl, Tara",24.28,48.73,98.1,103.57,122.9,148.27,174.5,200.55,212.67,8.12,10119,2473,1841,37,F,CAN,AB,Edmonton,15358,5
13403,"Haines, Besy V.",25.33,50.47,103.48,108.98,130.22,158.75,188.43,215.85,228.28,8.72,14834,5069,3171,39,F,CAN,ON,Pickering,15376,5
13409,"Skinn-Jones, Kirby",24.77,49.3,99.53,105.03,124.98,151.52,178.52,205.13,216.97,8.28,11454,3161,2242,25,F,CAN,ON,Toronto,15384,5
13411,"Lakhan, Pargol",23.53,47.95,98.05,103.48,123.57,150.42,177.88,204.77,216.62,8.27,11336,3102,2210,32,F,CAN,BC,Delta,15387,5
13425,"Daniels, Claire R.",22.72,46.22,97.03,102.65,124.25,153.2,185.48,216.62,230.23,8.78,15361,5364,3297,28,F,CAN,BC,Whistler,15401,5
13426,"Mertins, Nancy",25.72,50.77,101.47,107.02,127.07,153.08,180.67,207.47,218.67,8.35,11991,3454,2405,34,F,GUA,others,Guatemala,15402,5
13441,"Mascarenas Cortina, Olga",22.63,45.42,90.1,95.0,112.92,136.37,160.6,184.57,195.15,7.45,5321,607,490,32,F,BRA,others,"Rio De Janeiro, Rj",15422,5
13506,"Scace, Carrie A.",23.02,46.17,92.95,98.03,116.37,140.3,165.7,193.3,205.03,7.83,7810,1434,176,44,F,CAN,ON,Toronto,15494,5
13509,"Peirce, Catherine",23.63,48.02,97.82,103.27,123.95,151.88,179.9,207.73,219.55,8.38,12298,3621,359,45,F,CAN,ON,Ottawa,15497,5
13514,"Kader, Tina",23.38,47.17,95.07,100.3,119.0,143.47,168.42,193.13,204.08,7.8,7517,1321,37,52,F,CAN,QC,Montreal,15505,5
13530,"Cavan, Brianna V.",24.08,48.62,98.02,103.48,122.93,148.35,173.65,198.62,209.25,7.98,9087,1988,1510,22,F,CAN,ON,Georgian Bluffs,15523,5
13575,"Scott, Cindy",23.17,47.42,95.87,101.05,120.17,145.8,170.92,194.1,204.52,7.82,7654,1369,89,48,F,CAN,ON,Ottawa,15576,5
13591,"Bogan, Lesley",25.5,53.25,111.07,117.08,144.82,185.65,233.03,280.42,295.67,11.28,26779,11650,5618,27,F,CAN,ON,Milton,15595,5
13595,"Ekelberg, Janicke",24.85,49.62,99.03,104.47,123.95,149.8,176.5,205.48,218.23,8.33,11870,3385,527,41,F,NOR,others,Ski,15599,5
13600,"Bordoni, Sandra Sr.",23.62,47.35,94.85,100.03,118.88,143.62,169.97,196.12,208.07,7.95,8698,1819,55,50,F,CHI,others,Santiago,15604,5
13608,"Natolochny, Natasha M",24.77,49.32,100.4,106.08,128.22,158.52,190.4,221.7,235.95,9.0,16996,6316,3644,25,F,CAN,ON,Guelph,15614,5
13622,"Cheng, Florrie",24.37,49.95,103.02,108.8,130.45,159.03,188.22,216.43,228.65,8.73,14927,5116,643,45,F,HKG,others,Hong Kong,15633,5
13626,"Scott, Kimberly",26.3,53.52,109.52,115.72,138.28,168.47,199.47,229.97,243.17,9.28,18733,7302,3981,28,F,CAN,ON,Ajax,15637,5
13631,"Neufeld, Jill",23.98,48.65,99.2,104.7,124.92,151.72,179.67,207.1,219.42,8.38,12246,3596,356,48,F,CAN,AB,Calgary,15643,5
13632,"Hrmo-Barclay, Jennifer",23.48,47.58,97.47,102.97,123.1,150.13,179.3,214.35,228.92,8.73,14997,5156,914,42,F,CAN,QC,Montreal,15644,5
13640,"Schroegel, Claudia A.",23.78,47.25,94.13,99.23,118.75,144.17,170.33,195.48,206.83,7.9,8321,1654,1274,31,F,GBR,others,London,15654,5
13642,"Kwon, Myeong Sun",24.47,49.78,102.58,108.47,129.98,159.47,190.5,220.48,234.3,8.95,16515,6041,423,54,F,KOR,others,Seoul,15656,5
13649,"Morris, Anunziata",23.45,47.43,95.55,100.87,119.58,144.1,169.07,193.45,204.95,7.83,7801,1430,1112,31,F,PER,others,Lima,15663,5
13651,"Aubin, Josee",25.98,51.85,104.0,109.78,130.13,157.55,185.88,213.25,225.5,8.62,14053,4607,230,52,F,CAN,QC,Quebec,15665,5
13652,"Bardsley-Elliot, Anne",26.47,52.98,107.35,113.28,135.87,171.58,199.83,226.75,238.2,9.1,17599,6642,1022,49,F,NZL,others,Auckland,15666,5
13664,"Routley-Driver, Elizabeth J.",23.07,46.87,95.88,101.25,121.35,148.67,178.68,209.8,226.53,8.65,14339,4781,61,59,F,UAE,others,Sharjah,15681,5
13665,"Mulligan, Zita R",24.22,48.23,96.65,101.9,120.88,146.28,172.3,196.72,207.4,7.92,8495,1736,50,53,F,CAN,AB,Calgary,15682,5
13686,"Prociuk, Laura L.",26.83,53.77,110.05,116.45,140.43,174.27,212.45,254.8,272.15,10.38,23774,10074,1736,46,F,CAN,ON,Harrowsmith,15709,5
13687,"Valencia Giraldo, Adriana",25.72,50.77,101.48,107.02,127.08,153.1,179.4,205.65,217.15,8.28,11515,3196,490,42,F,GUA,others,Guatemala,15710,5
13690,"Griffiths, Helen L.",25.28,51.12,104.62,110.4,132.37,162.45,192.68,223.55,237.07,9.05,17289,6476,3701,35,F,GBR,others,Cowbridge,15713,5
13694,"Richardson, Lisa",25.97,53.37,109.15,115.03,143.87,181.0,227.27,272.87,289.55,11.05,26065,11293,1895,41,F,CAN,ON,Toronto,15718,5
13700,"Dunham, Jennifer D.",24.52,50.97,106.12,112.17,135.73,167.12,200.22,231.78,244.8,9.35,19072,7499,4045,26,F,CAN,ON,Kingston,15724,5
13722,"Mcneill, Sydney E",24.02,48.85,102.08,108.07,132.07,163.2,197.88,231.75,245.63,9.38,19238,7589,4072,24,F,CAN,NB,Riverview,15750,5
13729,"Mcmechan, Kristie",24.87,49.63,99.17,104.6,124.1,150.27,177.3,204.32,216.25,8.25,11211,3029,2168,31,F,CAN,AB,Calgary,15758,5
13738,"MacDonald, Debbie",25.8,51.62,103.45,109.17,129.8,157.22,185.58,213.45,225.95,8.63,14185,4687,241,52,F,CAN,ON,Mississauga,15767,5
13745,"Karpa, Alanna S.",23.35,47.28,95.08,100.42,119.5,145.02,171.2,196.75,207.68,7.93,8579,1772,1358,26,F,CAN,ON,Ottawa,15774,5
13750,"Wagner, Wendy J",31.75,63.48,132.65,140.23,169.27,212.6,260.52,306.58,326.48,12.47,29288,12925,2113,40,F,CAN,ON,Ottawa,15780,5
13763,"Wright, Anna M.",23.65,47.55,95.35,100.52,119.28,144.15,168.7,193.05,204.05,7.78,7512,1319,1023,26,F,GBR,others,London,15794,5
13766,"Salcedo, Veronica",24.33,48.1,95.57,100.62,119.13,144.22,169.27,195.15,206.33,7.88,8174,1592,195,41,F,MEX,others,Zapopan,15797,5
13776,"Yule, Alexandra K",24.03,48.47,99.92,105.57,127.07,157.45,195.12,225.97,237.92,9.08,17533,6607,3744,23,F,CAN,BC,Castlegar,15808,5
13787,"Burton, Emily",24.9,49.85,101.68,107.55,129.13,158.03,188.03,217.25,229.72,8.77,15212,5279,3250,26,F,CAN,ON,Ottawa,15819,5
13793,"Doucet, Lorraine",24.58,49.25,99.17,104.55,124.37,150.42,177.85,204.32,216.15,8.25,11187,3019,456,42,F,CAN,ON,Ottawa,15825,5
13812,"Duncan, Alison J.",25.0,50.37,101.52,107.03,127.0,152.7,179.08,204.95,216.25,8.25,11216,3034,457,40,F,AUS,others,Gordon Park Qld,15846,5
13836,"Bryant, Laura",25.57,51.23,102.58,108.37,128.82,155.85,183.22,211.52,223.75,8.55,13546,4320,2848,33,F,GBR,others,Manchester,15873,5
13853,"Graci, Elysa",23.7,47.23,94.53,99.7,118.27,142.73,168.22,193.5,204.18,7.8,7552,1333,1033,27,F,CAN,ON,Toronto,15891,5
13855,"Leonard, Carolyn",24.22,48.65,99.58,105.02,126.32,153.78,181.95,209.53,222.42,8.48,13140,4081,423,45,F,CAN,AB,Calgary,15893,5
13865,"Bartlett, Clare",24.3,48.67,97.32,102.67,121.93,147.78,176.23,205.42,218.0,8.32,11789,3338,2347,38,F,GBR,others,Rustington,15904,5
13874,"Lo, Kwok Chi (viola)",24.82,50.17,102.8,108.87,132.25,163.02,193.53,225.08,238.55,9.1,17707,6705,3782,39,F,HKG,others,Hong Kong,15916,5
13885,"Kim, Soon Ok",26.32,55.22,121.48,128.95,158.37,198.82,242.38,287.7,307.77,11.75,27884,12214,80,65,F,KOR,others,Seoul,15927,5
13894,"Peyachew, Deanna",23.45,46.22,93.87,99.08,118.27,145.07,172.13,198.08,209.52,8.0,9171,2026,1539,36,F,CAN,MB,Brandon,15938,5
13900,"Schubien, Wiebke",22.4,45.1,93.32,98.63,119.13,146.28,176.9,206.97,219.18,8.37,12170,3555,570,41,F,SUI,others,Zofingen,15944,5
13944,"Watts, Sylvie",24.78,50.07,102.13,107.85,129.28,159.33,198.05,229.27,244.3,9.33,18973,7449,639,50,F,CAN,QC,Laval,16002,5
13953,"Zeppel, Melanie J.",26.78,52.6,107.55,113.25,133.37,160.9,189.5,214.22,225.53,8.62,14062,4611,802,41,F,AUS,others,Sydney,16011,5
13971,"Koh Kee Lee, Jamie",24.53,51.68,111.62,118.05,142.42,178.7,218.43,258.55,275.03,10.5,24157,10280,5018,38,F,SIN,others,Singapore,16029,5
13985,"Sasso, Heidi",25.47,51.28,101.53,107.02,127.37,153.35,182.13,212.33,224.67,8.58,13812,4469,2917,26,F,CAN,ON,Kingston,16044,5
14008,"Cerda, Tamara",24.35,50.17,107.22,113.4,136.25,167.68,208.5,250.25,265.8,10.15,22769,9539,4735,36,F,CHI,others,Santiago,16070,5
14026,"Gonzalez, Annette",24.1,48.23,97.02,102.32,121.7,148.0,175.65,203.4,215.78,8.23,11063,2955,443,41,F,VEN,others,Pampatar,16088,5
14033,"Roberts, Catherine L.",23.47,48.25,101.98,108.92,134.35,164.57,196.2,229.68,243.6,9.3,18827,7360,1195,49,F,AUS,others,Albert Park,16095,5
14050,"Dubuc, Stephanie",23.77,47.97,98.03,103.62,124.37,156.22,196.97,232.17,244.25,9.32,18958,7439,4020,39,F,CAN,QC,Montreal,16116,5
14067,"Mata, Almudena",24.02,48.38,97.67,102.95,122.2,147.27,172.43,196.77,207.18,7.92,8425,1706,1316,35,F,ESP,others,Madrid,16140,5
14082,"Legallais, Kelly R.",24.65,48.92,100.27,105.88,126.42,154.08,182.73,210.12,222.3,8.48,13107,4063,689,41,F,CAN,ON,Ottawa,16156,5
14084,"Archer, Jane K.",24.8,49.55,99.43,104.82,124.33,150.07,177.4,204.5,216.58,8.27,11322,3092,2207,39,F,GBR,others,Burnham On Crouch,16158,5
14087,"Thurston, Angie L",26.68,55.12,115.53,121.72,145.72,176.65,207.65,238.9,254.17,9.7,20824,8487,4380,36,F,CAN,ON,King,16161,5
14097,"Kropac, Erin C.",24.07,50.23,103.83,109.68,131.37,159.07,192.33,226.73,239.98,9.17,18087,6914,3851,33,F,CAN,ON,Ottawa,16173,5
14103,"Kemp, Lora J.",24.8,49.52,100.02,105.58,125.97,152.7,179.57,206.0,217.68,8.32,11680,3281,508,41,F,CAN,PE,Montague,16180,5
14133,"Beaulac, Francine",22.68,46.85,96.38,101.98,122.28,150.02,179.17,208.45,221.4,8.45,12840,3913,393,48,F,CAN,QC,Longueuil,16212,5
14140,"Pope, Mary",24.73,49.52,100.05,105.6,128.12,154.93,186.35,217.53,230.17,8.78,15351,5357,3294,37,F,CAN,ON,Mississauga,16220,5
14143,"Krahn, Danae A.",24.47,49.12,98.72,104.08,124.2,151.43,180.02,208.0,219.63,8.38,12326,3637,2501,26,F,CAN,AB,Calgary,16223,5
14148,"Parts, Valli",23.72,48.52,99.57,104.97,124.98,151.23,179.23,207.13,219.57,8.38,12308,3628,2496,30,F,EST,others,Tallinn,16231,5
14156,"Sumi, Naruse",25.22,50.53,102.85,108.67,129.75,158.7,186.72,215.23,227.87,8.7,14717,5009,616,46,F,JPN,others,Tokyo,16239,5
14158,"Swiggum, Elizabeth",24.18,48.27,96.55,101.87,120.87,145.6,170.55,194.85,205.42,7.85,7917,1480,181,42,F,CAN,BC,Victoria,16241,5
14159,"Ovsenny, Sherry",24.62,49.37,100.03,105.57,125.85,152.63,181.37,208.9,221.65,8.47,12921,3957,2678,35,F,CAN,ON,Toronto,16242,5
14168,"Miranda Zambrano, Maura Jaqueline",25.53,50.72,101.07,106.55,126.38,152.42,178.95,204.92,216.18,8.25,11197,3023,2163,34,F,MEX,others,Mexico,16254,5
14199,"Poudrier, Catherine",22.97,47.18,95.5,100.77,119.72,144.23,168.95,193.3,204.0,7.78,7486,1306,1014,34,F,CAN,QC,Becancour,16290,5
14207,"Wong, Sabrina T.",24.75,49.13,99.52,105.13,125.52,152.37,180.23,207.28,219.02,8.37,12112,3520,562,44,F,CAN,BC,Vancouver,16300,5
14209,"Kyle, Natasha",25.62,51.1,103.07,108.72,128.83,155.82,184.07,211.27,222.93,8.52,13292,4173,2784,35,F,CAN,ON,Toronto,16302,5
14212,"Nagao, Satomi",23.5,47.23,94.05,99.13,117.42,141.28,165.68,189.27,199.88,7.63,6449,925,729,38,F,JPN,others,Tokyo-To,16306,5
14220,"Faustinoni, Mariella",25.85,51.9,105.35,111.08,132.3,160.78,193.23,227.7,244.27,9.32,18960,7441,1220,48,F,ITA,others,Brescia,16314,5
14222,"Hotton, Josee",23.6,47.68,97.07,102.52,123.02,150.32,179.53,208.38,220.1,8.4,12457,3709,151,51,F,CAN,NL,St. John's,16318,5
14225,"Bousquet, Michelle",22.92,46.73,95.18,100.45,119.92,145.37,171.53,196.83,208.25,7.95,8745,1839,1404,38,F,CAN,QC,Senneville,16322,5
14232,"Mercier, Tammy",24.07,49.12,98.7,104.13,124.22,150.37,177.28,203.53,214.83,8.2,10777,2815,414,43,F,CAN,NS,Halifax,16331,5
14247,"Johansson, Anette",23.62,48.22,99.78,105.43,126.08,155.2,184.77,214.18,227.43,8.68,14589,4937,604,46,F,SWE,others,Vastra Frolunda,16346,5
14248,"Barton, Melanie J.",22.98,46.62,95.85,101.43,122.02,148.8,175.92,202.17,213.77,8.17,10459,2649,1951,38,F,AUS,others,Melbourne,16347,5
14250,"Fraser, Hannah E",24.62,48.62,96.87,102.17,122.05,149.72,180.0,208.58,220.98,8.43,12721,3844,2620,32,F,CAN,ON,Owen Sound,16349,5
14263,"Bouffard, Chantal",24.3,49.02,99.33,104.7,124.18,150.48,177.42,204.9,217.95,8.32,11765,3327,517,42,F,CAN,QC,Coteau-Du-Lac,16365,5
14266,"Malik, Aqsa",25.0,50.55,102.78,108.45,129.08,156.42,184.17,210.7,222.2,8.48,13075,4042,2722,27,F,CAN,BC,Vancouver,16369,5
14275,"Loo, Celene P.",23.38,46.53,94.02,99.3,119.23,147.17,180.35,213.57,227.43,8.68,14590,4938,605,45,F,HKG,others,Hong Kong,16379,5
14278,"Kusuke, Sharon",23.68,47.23,95.32,100.47,119.13,143.32,168.48,193.17,204.58,7.82,7675,1373,1065,35,F,BRA,others,Sao Paulo,16383,5
14304,"Alexanderson, Helena",25.48,51.62,106.3,111.67,133.3,161.35,188.83,217.23,228.93,8.73,15002,5160,657,45,F,SWE,others,Hagersten,16410,5
14344,"Morales, Yenny K.",23.65,47.47,95.15,100.37,118.93,143.07,168.05,194.63,206.22,7.87,8137,1579,1226,38,F,VEN,others,Caracas,16455,5
14352,"Agla, Cheryl L",24.05,48.83,98.08,103.45,122.87,150.35,177.8,205.2,217.03,8.28,11480,3181,2254,39,F,CAN,ON,Paris,16463,5
14359,"D'Angelo, Ami",24.87,49.67,100.0,105.52,125.7,153.72,183.27,212.57,225.8,8.62,14148,4662,3012,39,F,CAN,ON,Acton,16470,5
14360,"Yates, Sarah J.",22.5,45.67,93.63,98.98,118.5,145.32,174.2,202.7,214.42,8.18,10651,2749,2006,38,F,GBR,others,Windsor,16471,5
14363,"Natori, Funa",24.28,48.57,97.4,102.72,122.27,148.28,177.5,208.13,221.18,8.45,12776,3875,2639,23,F,JPN,others,Tokyo,16474,5
14370,"Willborn, Annette",25.62,52.7,107.97,114.18,136.0,164.03,191.6,218.8,230.57,8.8,15442,5407,71,55,F,CAN,MB,Winnipeg,16483,5
14371,"Anderson, Susan",24.77,49.87,101.93,107.68,128.3,155.62,183.32,210.83,223.23,8.52,13378,4218,192,50,F,CAN,ON,Bolton,16484,5
14372,"Sanders, Rebecca",23.48,47.68,98.4,104.13,125.35,153.97,185.9,218.02,232.23,8.87,15900,5677,783,48,F,CAN,ON,Harrow,16485,5
14377,"Corona, Paloma",23.82,47.6,95.58,100.77,120.28,144.73,169.25,193.65,204.15,7.8,7541,1330,1030,34,F,MEX,others,Guadalajara,16491,5
14378,"Chevalier, Jacqueline",24.45,48.75,98.63,103.95,124.37,150.63,180.85,210.53,223.47,8.53,13462,4273,201,52,F,CAN,ON,Toronto,16492,5
14379,"Gonzalez, Adriana L",22.18,44.88,90.27,95.2,113.4,142.15,172.15,202.43,214.65,8.2,10724,2791,2030,38,F,MEX,others,Morelia,16494,5
14380,"Hynes, Alexandra",23.28,47.15,95.85,101.27,123.4,153.35,185.07,216.82,228.78,8.73,14967,5139,3198,28,F,CAN,ON,Ottawa,16496,5
14383,"Hayes, Jen",24.98,49.85,100.42,105.97,125.98,152.25,179.22,205.62,217.53,8.3,11629,3256,504,44,F,CAN,ON,Toronto,16499,5
14404,"Humnycki, Selina",26.02,52.98,106.58,112.58,134.63,164.08,193.27,222.2,234.6,8.95,16601,6085,882,45,F,CAN,AB,Calgary,16522,5
14412,"Hernandez, Milagros",24.68,49.67,100.62,106.13,126.05,152.28,179.3,204.93,215.67,8.23,11034,2942,2120,32,F,MEX,others,San Pedro Garza Garcia,16532,5
14428,"Hernandez, Alejandra",23.6,47.62,96.43,101.82,121.55,148.88,178.18,205.73,218.3,8.33,11891,3398,2377,37,F,MEX,others,Puebla,16553,5
14434,"Justesen, Lona",21.57,44.27,89.32,94.33,115.08,143.65,170.75,196.17,207.65,7.93,8567,1768,1354,38,F,SWE,others,Arsta,16559,5
14438,"Wortzman, Lindsay",24.15,48.53,98.03,103.38,123.07,148.98,175.38,201.32,212.32,8.1,10028,2427,1810,28,F,GBR,others,London,16563,5
14453,"Wardeck, Bettina",22.9,46.67,97.38,103.0,123.82,152.68,182.48,210.37,223.38,8.53,13431,4255,456,45,F,CAN,AB,Edmonton,16584,5
14461,"Rath, Suzanne",25.88,52.78,108.92,115.23,138.95,172.92,209.38,246.12,260.88,9.95,22009,9128,4584,30,F,AUS,others,"Newtown, Nsw",16593,5
14491,"Avery, Carly",22.6,46.28,94.6,99.88,118.75,143.27,168.25,192.77,203.4,7.77,7337,1241,969,37,F,FRA,others,Paris,16627,5
14498,"Moore, Fran",27.4,54.45,109.23,115.27,138.28,166.98,196.03,223.67,235.97,9.0,17000,6319,1125,44,F,CAN,ON,Stayner,16636,5
14516,"Van Knotsenburg, Leigh A.",22.57,45.45,91.55,96.6,114.92,139.85,166.22,192.35,204.17,7.8,7543,1332,1032,30,F,CAN,BC,Victoria,16658,5
14529,"Paradis, Dominique",25.73,51.93,105.0,110.87,131.83,159.85,187.6,215.02,226.95,8.67,14449,4846,3082,24,F,CAN,QC,Montreal,16673,5
14560,"Spence, Lara E",24.75,49.1,99.65,105.33,127.48,157.62,189.2,221.4,236.45,9.03,17132,6397,1140,43,F,CAN,BC,Vancouver,16708,5
14572,"Huang, Jenny",23.5,47.67,96.33,101.83,122.28,149.3,176.68,200.65,211.68,8.08,9832,2342,319,40,F,SIN,others,Singapore,16722,5
14581,"Woolcott-Semler, Lara J.",28.2,56.88,114.87,121.23,145.9,184.5,216.98,247.77,260.48,9.95,21942,9092,4569,34,F,CAN,AB,Calgary,16735,5
14582,"Borthwick, Deborah L",25.45,51.22,103.02,108.92,129.57,157.02,186.38,214.05,226.9,8.67,14429,4836,3079,29,F,CAN,AB,Calgary,16736,5
14586,"Holmes, Lesley",24.53,49.33,99.97,105.55,126.17,154.62,186.52,217.9,232.22,8.87,15896,5674,781,47,F,CAN,ON,Ottawa,16741,5
14594,"McLellan, Lianne",25.0,50.08,100.23,105.6,125.68,153.1,181.37,210.82,224.58,8.57,13781,4444,2907,34,F,CAN,ON,Toronto,16751,5
14600,"Annala, Betty S",24.13,48.72,99.77,105.42,125.98,153.22,181.67,210.0,222.48,8.5,13154,4090,424,47,F,CAN,ON,Rosslyn,16757,5
14623,"Li, Yun",24.0,47.95,95.68,100.93,120.02,145.87,173.4,201.47,215.0,8.22,10830,2842,2060,29,F,CAN,BC,Vancouver,16788,5
14637,"Gibson, Nancie",24.92,50.13,102.37,108.17,129.48,157.35,185.1,211.38,222.53,8.5,13167,4101,183,53,F,CAN,ON,Carrying Place,16804,5
14679,"Wang, Qi",23.8,48.37,98.9,104.43,124.98,152.0,179.8,207.1,218.32,8.33,11896,3401,2379,35,F,CAN,ON,Ottawa,16849,5
14695,"Dalton, Paulette J",23.63,48.02,97.12,102.38,121.85,147.97,175.55,202.93,214.82,8.2,10768,2812,2044,30,F,CAN,ON,Toronto,16866,5
14717,"McCormick, Lisa",25.67,51.83,103.95,109.42,129.52,156.3,183.08,208.48,219.18,8.37,12165,3552,350,47,F,CAN,AB,Edmonton,16892,5
14748,"Savasta, Silvia",24.72,49.82,100.38,105.82,125.78,152.45,183.13,210.38,221.7,8.47,12936,3966,2686,35,F,ITA,others,San Mauro Torinese-To,16928,5
14761,"Reardon, Roberta L",23.57,47.03,95.75,101.18,121.17,148.98,184.85,219.37,232.55,8.88,15994,5725,376,51,F,CAN,NS,Yarmouth,16942,5
14811,"Brann-Barrett, Tanya",24.15,48.18,96.38,101.6,120.63,145.5,170.85,195.98,207.22,7.92,8431,1710,113,45,F,CAN,NS,Sydney,17001,5
14819,"Singleton, Lori A",25.07,50.63,103.23,109.0,130.35,158.57,188.82,218.12,231.32,8.83,15665,5544,983,41,F,CAN,NB,Miramichi,17009,5
14858,"Murray, Danielle K.",22.87,46.75,96.58,102.25,122.93,151.0,181.55,213.08,227.17,8.67,14517,4893,3101,26,F,CAN,BC,Vancouver,17051,5
14862,"Saccucci, Teresa M",24.75,50.38,101.08,106.63,127.05,153.78,181.53,208.83,220.97,8.43,12717,3841,2618,39,F,CAN,SK,Regina,17055,5
14870,"Jaramillo, Adriana",23.75,47.73,97.25,102.53,123.13,150.93,179.08,206.03,217.68,8.32,11685,3283,509,42,F,COL,others,Cartagena,17064,5
14871,"Graham, Jennifer M.",25.17,50.12,99.07,104.47,123.93,149.95,176.4,201.57,212.58,8.12,10095,2459,1829,39,F,CAN,ON,Ottawa,17065,5
14883,"Marr, Danielle",24.25,49.45,100.2,105.78,126.9,154.98,183.87,212.72,225.33,8.6,14005,4579,2974,29,F,CAN,ON,St. Thomas,17077,5
14891,"Longridge, Corri T.",22.27,45.4,93.32,98.45,117.15,142.22,168.47,194.63,206.67,7.88,8265,1631,1259,28,F,CAN,ON,Ottawa,17086,5
14896,"Tamaoki, Tomoko",24.72,49.28,100.68,106.78,131.0,163.37,199.3,232.28,246.22,9.4,19346,7659,661,52,F,CAN,ON,Burlington,17091,5
14911,"Maslanka, Kathryn",27.52,53.98,108.8,115.03,137.32,167.45,197.65,226.33,237.98,9.08,17545,6612,3748,29,F,CAN,MB,Winnipeg,17108,5
14923,"Okano, Yuki",24.48,49.02,98.97,104.45,124.53,151.85,179.45,207.12,219.78,8.38,12382,3665,2518,36,F,JPN,others,Tokyo,17124,5
14959,"Trujillo, Gabby",25.45,51.03,101.92,107.43,127.67,153.9,180.12,207.7,219.15,8.37,12152,3547,2454,34,F,CAN,ON,Toronto,17165,5
14970,"Clement, Andie",23.5,47.35,95.35,100.53,119.47,144.88,170.82,196.02,206.97,7.9,8361,1675,1291,29,F,CAN,ON,Toronto,17181,5
14983,"Palomera, Karen",24.5,49.42,106.25,112.1,133.98,170.4,203.9,240.35,252.88,9.65,20586,8355,4334,27,F,CAN,ON,Toronto,17194,5
14995,"Brown, Amy Y.",24.32,48.97,101.08,106.92,128.43,156.97,186.92,217.43,230.7,8.8,15478,5434,724,46,F,CAN,ON,Brockville,17207,5
15014,"Rainey, Valerie J.",24.05,48.52,99.42,105.1,126.23,155.52,187.02,220.78,235.15,8.98,16763,6184,3596,38,F,CAN,ON,Waterford,17226,5
15019,"Vink, Esther",25.0,50.98,106.12,112.13,136.48,166.13,197.15,227.32,239.58,9.15,17979,6848,1077,49,F,NED,others,Heemstede,17232,5
15022,"Woods, Chantelle",24.47,49.85,99.6,104.98,124.35,149.92,176.13,201.8,212.77,8.12,10149,2485,1851,36,F,CAN,ON,Nepean,17235,5
15036,"Milligan, Jen",24.57,49.68,100.35,105.97,126.73,155.0,184.77,214.57,227.05,8.67,14488,4872,3092,34,F,CAN,ON,Ottawa,17252,5
15039,"McGee, Heidi E.",24.18,48.5,100.5,106.02,126.08,152.72,180.65,210.12,221.35,8.45,12828,3906,391,49,F,CAN,ON,Neebing,17255,5
15040,"Manarin, Fulvia",23.88,48.37,97.55,102.93,122.17,148.0,174.18,200.7,212.47,8.12,10065,2442,190,47,F,CAN,ON,Toronto,17256,5
15068,"De Min, Martine A.",23.9,48.47,99.13,104.75,125.03,153.72,180.77,207.38,218.6,8.35,11974,3443,336,46,F,NED,others,Amsterdam,17287,5
15070,"Davies, Megan",23.93,48.15,96.98,102.35,121.55,146.97,173.22,199.62,211.18,8.07,9684,2262,308,41,F,CAN,BC,Vancouver,17289,5
15085,"Dye, Heather L.",23.93,48.25,98.88,104.42,124.8,152.1,180.97,209.62,221.78,8.47,12963,3985,2695,39,F,CAN,ON,Nepean,17308,5
15089,"Jonsson, Angela M.",23.68,48.42,111.22,117.23,143.65,177.7,212.97,245.87,258.43,9.87,21594,8914,4505,29,F,CAN,ON,Toronto,17312,5
15115,"Shonai, Naoko",24.15,47.9,96.13,101.38,120.8,146.98,174.53,202.53,215.42,8.22,10961,2902,98,54,F,JPN,others,Tokyo,17344,5
