official,age,gender,country
0.01219608151703519,0.46031746031746035,M,JPN
0.15304115193957038,0.23809523809523803,F,KEN
0.0,0.365079365079365,M,RSA
0.15731633750360643,0.09523809523809523,F,ETH
0.0016523723345660823,0.3492063492063492,M,JPN
0.1575786188265534,0.1746031746031746,F,KEN
0.01062239357935324,0.15873015873015872,M,SUI
0.12912109528680468,0.1746031746031746,M,ETH
0.0016523723345660823,0.39682539682539686,M,JPN
0.15010360112256413,0.20634920634920634,M,USA
0.16366354551892362,0.19047619047619047,F,KEN
0.12641959766045066,0.15873015873015872,M,KEN
0.016654864007134063,0.492063492063492,M,FRA
0.18745246151021586,0.23809523809523803,F,KEN
0.017835129960395546,0.1746031746031746,M,CAN
0.1660240774254466,0.19047619047619047,F,USA
0.010753534240826729,0.25396825396825395,M,ESP
0.1557426495659244,0.12698412698412698,F,ETH
0.0112256406221313,0.31746031746031744,M,POL
0.18328218847535868,0.20634920634920634,F,RUS
0.12649828205733474,0.1746031746031746,M,KEN
0.1596768694101293,0.12698412698412698,F,BLR
0.14845122878799802,0.14285714285714285,M,KEN
0.016654864007134063,0.2698412698412699,M,ESP
0.023080756419335408,0.46031746031746035,M,CAN
0.17591208330054817,0.15873015873015872,F,ETH
0.13670102551997274,0.23809523809523803,M,MAR
0.02339549400687177,0.19047619047619047,M,USA
0.1646339864138275,0.14285714285714285,F,KEN
0.13630760353555224,0.20634920634920634,M,KEN
0.011068271828363091,0.19047619047619047,M,USA
0.16720434337870801,0.07936507936507936,F,ETH
0.13232092742675797,0.12698412698412698,M,KEN
0.04673853174915418,0.2857142857142857,M,ESP
0.1611194166863378,0.2222222222222222,F,USA
0.14262858341857473,0.20634920634920634,M,RSA
0.038502898208618574,0.492063492063492,M,USA
0.1455661342355811,0.2698412698412699,M,USA
0.06176725155401688,0.4285714285714285,M,USA
0.12594749127914603,0.31746031746031744,M,USA
0.012537047236866272,0.14285714285714285,M,USA
0.14863482571406092,0.1746031746031746,M,USA
0.18351824166601097,0.19047619047619047,F,CAN
0.032181918325596054,0.31746031746031744,M,USA
0.18844913053741444,0.20634920634920634,F,USA
0.17069268497390302,0.23809523809523803,M,USA
0.1915965064127784,0.15873015873015872,F,JPN
0.134235581084271,0.19047619047619047,M,USA
0.04825976342224672,0.2857142857142857,M,USA
0.18530175466205054,0.25396825396825395,F,USA
0.12857030450861598,0.2222222222222222,M,UKR
0.045977915912607886,0.1111111111111111,M,USA
0.18543289532352406,0.2222222222222222,F,BRA
0.04178141474545602,0.09523809523809523,M,USA
0.13468145933328088,0.1746031746031746,M,USA
0.1596506412778346,0.1746031746031746,F,ETH
0.03907991711910194,0.23809523809523803,M,THA
0.14249744275710133,0.15873015873015872,M,JPN
0.016523723345660574,0.2857142857142857,M,THA
0.06158365462795398,0.23809523809523803,M,USA
0.20510399454454856,0.14285714285714285,F,USA
0.041965011671518865,0.015873015873015872,M,CHN
0.13709444750439323,0.19047619047619047,M,USA
0.19054738112099037,0.15873015873015872,F,USA
0.1412909486715451,0.1746031746031746,M,USA
0.05250872085398803,0.12698412698412698,M,CHN
0.04178141474545602,0.047619047619047616,M,CHN
0.18941957143231833,0.2698412698412699,F,USA
0.14181551131743905,0.25396825396825395,M,USA
0.21488708789047137,0.1111111111111111,F,USA
0.06714401867443023,0.23809523809523803,M,ESP
0.18052823458441528,0.1111111111111111,M,USA
0.19547826999239384,0.15873015873015872,F,USA
0.06171479528942744,0.14285714285714285,M,USA
0.16282424528549325,0.19047619047619047,M,USA
0.19500616361108922,0.1111111111111111,F,USA
0.06142628583418577,0.23809523809523803,M,CAN
0.14994623232879592,0.14285714285714285,M,USA
0.21730007606158366,0.23809523809523803,F,USA
0.14197288011120726,0.2222222222222222,M,USA
0.20654654182075696,0.25396825396825395,M,KEN
0.16780759042148616,0.20634920634920634,M,USA
0.04188632727463479,0.15873015873015872,M,USA
0.22118183964119917,0.12698412698412698,F,USA
0.07501245836284001,0.3492063492063492,M,USA
0.23023054528287043,0.23809523809523803,F,USA
0.312429511894458,0.25396825396825395,M,USA
0.2006452120544496,0.14285714285714285,F,USA
0.21493954415506075,0.1111111111111111,F,USA
0.18391166365043146,0.047619047619047616,M,JPN
0.07312403283762167,0.031746031746031744,M,USA
0.22522097201458288,0.23809523809523803,F,USA
0.09651952684449341,0.46031746031746035,M,USA
0.24077425446533954,0.1746031746031746,F,USA
0.19324887874734445,0.06349206349206349,M,USA
0.074487895716946,0.4444444444444444,M,USA
0.25514727096283474,0.2698412698412699,F,USA
0.191019487502295,0.14285714285714285,M,USA
0.10486007291420776,0.25396825396825395,M,USA
0.2279224696409369,0.33333333333333337,F,JPN
0.22996826395992345,0.3015873015873015,F,USA
0.15807695334015268,0.14285714285714285,M,USA
0.2702022188999922,0.39682539682539686,M,USA
0.1781677026778923,0.12698412698412698,M,USA
0.13318645579248303,0.5555555555555555,M,CAN
0.2361056469168831,0.15873015873015872,F,USA
0.19259317543997692,0.12698412698412698,M,JPN
0.21664437275421614,0.6507936507936508,M,USA
0.15540168384609335,0.12698412698412698,M,USA
0.23238125213103575,0.0,M,USA
0.15338211765940155,0.14285714285714285,M,USA
0.29042410889920534,0.5396825396825397,M,USA
0.30550528496865736,0.365079365079365,M,USA
0.15768353135573218,0.4126984126984127,M,RUS
0.15527054318461989,0.38095238095238093,M,USA
0.167991187347549,0.47619047619047616,M,USA
0.2540981456710467,0.38095238095238093,M,USA
0.1968945891363076,0.39682539682539686,M,USA
0.1793479686311538,0.39682539682539686,M,ITA
0.19574055131534082,0.38095238095238093,M,USA
0.17415479843680334,0.4126984126984127,M,USA
0.1650536365305427,0.3492063492063492,M,USA
0.18600991423400745,0.39682539682539686,M,USA
0.1900752747396858,0.3492063492063492,M,ITA
0.038030791827313976,0.1111111111111111,F,USA
0.19980591182101923,0.3492063492063492,F,USA
0.16201117318435757,0.1746031746031746,M,USA
0.07939255645605478,0.14285714285714285,F,USA
0.21244787158706427,0.3492063492063492,F,USA
0.18118393789178275,0.1746031746031746,M,GER
0.06286883311039418,0.15873015873015872,F,USA
0.20164188108164818,0.39682539682539686,F,USA
0.1874786896425106,0.15873015873015872,M,USA
0.044063262255094854,0.33333333333333337,F,JPN
0.21525428174259711,0.38095238095238093,F,USA
0.17992498754163713,0.19047619047619047,M,USA
0.05534135914181551,0.14285714285714285,F,GBR
0.2380989849712802,0.3492063492063492,F,USA
0.1758071707713694,0.19047619047619047,M,USA
0.04996459202140216,0.1746031746031746,F,SUI
0.18346578540142164,0.31746031746031744,M,USA
0.04707949746898524,0.06349206349206349,F,USA
0.20982505835759438,0.19047619047619047,M,USA
0.06050830120387127,0.39682539682539686,F,CAN
0.15928344742570885,0.15873015873015872,M,USA
0.24347575209169356,0.4444444444444444,F,CAN
0.13997954205681015,0.047619047619047616,F,USA
0.22910273559419833,0.4126984126984127,F,AUS
0.14805780680357758,0.031746031746031744,F,USA
0.22865685734518845,0.4285714285714285,F,USA
0.15820809400162614,0.09523809523809523,M,USA
0.22577176279277159,0.5238095238095238,F,USA
0.24305610197497843,0.4285714285714285,F,CAN
0.17271225116059483,0.12698412698412698,M,USA
0.15986046633619225,0.07936507936507936,M,USA
0.24135127337582293,0.3492063492063492,F,USA
0.16458153014923807,0.25396825396825395,M,USA
0.2831851443858683,0.38095238095238093,F,USA
0.23783670364833323,0.14285714285714285,M,USA
0.25475384897841424,0.6507936507936508,F,USA
0.2523670889395966,0.15873015873015872,M,USA
0.17423348283368742,0.09523809523809523,M,USA
0.16555197104414196,0.25396825396825395,M,USA
0.19886169905841003,0.31746031746031744,M,USA
0.17053531618013482,0.2857142857142857,M,USA
0.30075799302331685,0.12698412698412698,M,USA
0.17310567314501532,0.09523809523809523,M,USA
0.1721352322501115,0.1111111111111111,M,USA
0.18760983030398407,0.1111111111111111,M,USA
0.24124636084664416,0.12698412698412698,M,USA
0.21816560442730873,0.09523809523809523,M,USA
0.18123639415637213,0.14285714285714285,M,USA
0.1741023421722139,0.14285714285714285,M,USA
0.1602014320560233,0.1111111111111111,M,USA
0.172266372911585,0.15873015873015872,M,USA
0.18548535158811338,0.3015873015873015,M,USA
0.17895454664673335,0.25396825396825395,M,USA
0.18957694022608648,0.23809523809523803,M,USA
0.17376137645238285,0.20634920634920634,M,USA
0.16610276182233066,0.19047619047619047,M,USA
0.17355155139402526,0.09523809523809523,M,USA
0.17808901828100823,0.20634920634920634,M,USA
0.1948750229496158,0.2222222222222222,M,CAN
0.23644661263671415,0.14285714285714285,M,USA
0.17572848637448527,0.12698412698412698,M,USA
0.18288876649093824,0.15873015873015872,M,USA
0.19836336454481077,0.3015873015873015,M,USA
0.21040207726807772,0.3015873015873015,M,SWE
0.1707451412384924,0.19047619047619047,M,USA
0.19505861987567866,0.12698412698412698,M,USA
0.20279591890261492,0.09523809523809523,M,USA
0.23329923676135025,0.1746031746031746,M,GRE
0.17318435754189945,0.12698412698412698,M,USA
0.1650536365305427,0.23809523809523803,M,USA
0.1834133291368322,0.20634920634920634,M,USA
0.18262648516799115,0.1746031746031746,M,USA
0.1935636163348808,0.09523809523809523,M,USA
0.20313688462244608,0.15873015873015872,M,USA
0.17656778660791564,0.09523809523809523,M,USA
0.21100532431085586,0.15873015873015872,M,USA
0.2084349673459753,0.14285714285714285,M,USA
0.20266477824114146,0.047619047619047616,M,USA
0.19539958559550977,0.365079365079365,M,AUS
0.19618642956435076,0.25396825396825395,M,USA
0.20557610092585307,0.15873015873015872,M,USA
0.17848244026542873,0.15873015873015872,M,USA
0.1852492983974611,0.2222222222222222,M,USA
0.19259317543997692,0.31746031746031744,M,USA
0.18792456789152048,0.1111111111111111,M,USA
0.21638209143126916,0.09523809523809523,M,USA
